"Status","Year","Ethnicity","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","220","[c]","30790","29230"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","65","[c]","38030","33570"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","Department for Education","London","50","[c]","34570","32940"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","Department for Education","Outside London","115","[c]","34390","29360"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","210","[c]","37870","33230"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","170","[c]","36910","35900"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","Department for International Trade","London","135","[c]","35170","31800"
"New entrant CS","2022","Unknown","Department for International Trade","Department for International Trade","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","85","[c]","36100","33210"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","40","[c]","31240","30190"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","London","195","[c]","42510","42470"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","Outside London","55","[c]","42050","38650"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","185","[c]","32170","31060"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","1300","[c]","25510","24250"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","345","[c]","38100","32790"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","145","[c]","33780","28970"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","45","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Disclosure Scotland","Scottish Government","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","200","[c]","20360","18310"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","Department for Transport","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Outside London","300","[c]","25640","26130"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","Department for Education","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","Scottish Government","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","Scottish Government","Outside London","35","[c]","33990","31540"
"New entrant CS","2022","Unknown","Government Actuary's Department","Chancellor's other departments","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","Attorney General's Departments","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","Cabinet Office","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","Cabinet Office","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","Department for Work and Pensions","Outside London","35","[c]","34290","28000"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","London","220","[c]","28180","23720"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Outside London","595","[c]","22350","20970"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","HM Land Registry","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","HM Land Registry","Outside London","155","[c]","27000","22600"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","London","705","[c]","30920","30520"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","Outside London","4540","[c]","25950","24430"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","Unknown","185","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","195","[c]","35660","31020"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","2435","[c]","25320","21250"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","HM Treasury","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","Home Office","London","680","[c]","34340","28650"
"New entrant CS","2022","Unknown","Home Office","Home Office","Outside London","1190","[c]","27050","24880"
"New entrant CS","2022","Unknown","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","85","[c]","27740","24030"
"New entrant CS","2022","Unknown","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal Aid Agency","Ministry of Justice","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","Outside London","55","[c]","30460","26840"
"New entrant CS","2022","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","30","[c]","27810","24330"
"New entrant CS","2022","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","London","90","[c]","36970","34000"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","750","[c]","29110","25000"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","London","185","[c]","35740","34260"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","90","[c]","31940","30450"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","National Crime Agency","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","National Crime Agency","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Records of Scotland","Scottish Government","Outside London","45","[c]","33770","28990"
"New entrant CS","2022","Unknown","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","Northern Ireland Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","Ministry of Justice","Outside London","125","[c]","21850","20970"
"New entrant CS","2022","Unknown","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","10","[c]","[c]","[c]"
