"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Equipment and Support","Ministry of Defence","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Equipment and Support","Ministry of Defence","Male","30","[c]","22610","21000"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","Ministry of Defence","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","Department for Education","Female","35","[c]","31370","29360"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","Department for Education","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","40","[c]","37290","35900"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Department for Transport","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Department for Transport","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","60","[c]","30890","29360"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","80","[c]","33210","31990"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","110","[c]","32350","28970"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","50","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Licensing Agency","Department for Transport","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Licensing Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Standards Agency","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Standards Agency","Department for Transport","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","Department for Education","Female","40","[c]","35630","36500"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","Department for Education","Male","40","[c]","36590","29360"
"New entrant CS","2022","Finance","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Government Legal Department","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Government Legal Department","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","75","[c]","30060","21250"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","95","[c]","30630","26590"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Maritime and Coastguard Agency","Department for Transport","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","50","[c]","32270","28350"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Finance","National Crime Agency","National Crime Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","National Crime Agency","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Public Health England","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Public Health England","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Courts and Tribunals Service","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Courts and Tribunals Service","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Submarine Delivery Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","UK Export Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","UK Export Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Health Security Agency","Department of Health and Social Care","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Health Security Agency","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
