"Status","Year","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Legal","Attorney General's Departments","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","75","[c]","35080","32890"
"New entrant CS","2022","Undeclared","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Transport","75","[c]","28600","26130"
"New entrant CS","2022","Undeclared","No function","Department for Work and Pensions","300","[c]","25990","27570"
"New entrant CS","2022","Undeclared","No function","Department of Health and Social Care","35","[c]","33480","28590"
"New entrant CS","2022","Undeclared","No function","Food Standards Agency","40","[c]","30580","30350"
"New entrant CS","2022","Undeclared","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Revenue and Customs","90","[c]","26370","25330"
"New entrant CS","2022","Undeclared","No function","HM Treasury","50","[c]","32690","29320"
"New entrant CS","2022","Undeclared","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Ministry of Justice","455","[c]","28440","26310"
"New entrant CS","2022","Undeclared","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Statistics Authority","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Ministry of Defence","35","[c]","32430","29000"
"New entrant CS","2022","Undeclared","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Ministry of Defence","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Work and Pensions","40","[c]","26700","27570"
"New entrant CS","2022","Undeclared","Unknown","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence","35","[c]","31810","26350"
"New entrant CS","2022","Undeclared","Unknown","Scottish Government","60","[c]","30610","27230"
"New entrant CS","2022","Undeclared","Unknown","Welsh Government","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Chancellor's other departments","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Education","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for International Trade","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Transport","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department of Health and Social Care","75","[c]","38260","32790"
"New entrant CS","2022","Unknown","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Ministry of Defence","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Ministry of Justice","35","[c]","33570","30450"
"New entrant CS","2022","Unknown","Analysis","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","UK Statistics Authority","95","[c]","32320","30710"
"New entrant CS","2022","Unknown","Analysis","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Cabinet Office","225","[c]","69340","70000"
"New entrant CS","2022","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Education","60","[c]","30840","29360"
"New entrant CS","2022","Unknown","Commercial","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department of Health and Social Care","115","[c]","44930","40650"
"New entrant CS","2022","Unknown","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Ministry of Defence","75","[c]","31860","27000"
"New entrant CS","2022","Unknown","Commercial","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Cabinet Office","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Education","30","[c]","30600","28500"
"New entrant CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for International Trade","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Transport","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department of Health and Social Care","115","[c]","35820","27270"
"New entrant CS","2022","Unknown","Communications","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HM Revenue and Customs","370","[c]","27030","26590"
"New entrant CS","2022","Unknown","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Department for Work and Pensions","70","[c]","25660","27570"
"New entrant CS","2022","Unknown","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","HM Revenue and Customs","290","[c]","28410","26590"
"New entrant CS","2022","Unknown","Debt","Department for Work and Pensions","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","HM Revenue and Customs","290","[c]","21450","21250"
"New entrant CS","2022","Unknown","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","70","[c]","44620","39460"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Charity Commission","10","[c]","[c]","[c]"
