"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","Unknown","45","[c]","23640","23490"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G7","Heterosexual / straight","35","[c]","50140","47010"
"New entrant CS","2022","Defence Science and Technology Laboratory","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","G7","Unknown","45","[c]","49370","47010"
"New entrant CS","2022","Defence Science and Technology Laboratory","HEO","Heterosexual / straight","95","[c]","27490","27010"
"New entrant CS","2022","Defence Science and Technology Laboratory","HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","HEO","Unknown","160","[c]","27300","27010"
"New entrant CS","2022","Defence Science and Technology Laboratory","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO","Heterosexual / straight","40","[c]","37620","38070"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","SEO","Unknown","45","[c]","36680","38070"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","95","[c]","27370","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Heterosexual / straight","65","[c]","53430","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Heterosexual / straight","180","[c]","33620","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","LGBO","30","[c]","33470","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Unknown","45","[c]","33490","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Heterosexual / straight","100","[c]","40940","40050"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","70","[c]","26120","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","35","[c]","52670","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","170","[c]","34450","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","Heterosexual / straight","160","[c]","25470","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","EO","Unknown","60","[c]","26330","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G7","Heterosexual / straight","75","[c]","50650","49860"
"New entrant CS","2022","Department for Education (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","HEO","Heterosexual / straight","140","[c]","30840","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","HEO","Unknown","35","[c]","31400","30320"
"New entrant CS","2022","Department for Education (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO","Heterosexual / straight","125","[c]","37740","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","SEO","Unknown","35","[c]","37490","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","150","[c]","25640","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","50","[c]","25810","25170"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Heterosexual / straight","50","[c]","62290","61710"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Heterosexual / straight","230","[c]","50060","49010"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","LGBO","35","[c]","50650","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","Unknown","60","[c]","51140","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Heterosexual / straight","410","[c]","31090","31370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","LGBO","70","[c]","31300","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Undeclared","40","[c]","31150","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Unknown","155","[c]","31440","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Heterosexual / straight","265","[c]","37490","36700"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","Unknown","75","[c]","39150","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Heterosexual / straight","60","[c]","26140","26250"
"New entrant CS","2022","Department for International Trade","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","Unknown","85","[c]","26000","26250"
"New entrant CS","2022","Department for International Trade","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","G7","Undeclared","5","[c]","[c]","[c]"
