"Status","Year","Age","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Outside London","255","165","24230","20350"
"In post","2022","65+","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","London","25","20","35570","31720"
"In post","2022","65+","Valuation Office Agency","Outside London","65","45","33420","27000"
"In post","2022","65+","Vehicle Certification Agency","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Welsh Government (excl. agencies)","Outside London","190","145","41300","38160"
"In post","2022","65+","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","15","10","26610","27570"
"Leaver CS","2022","16-19","Animal and Plant Health Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Equipment and Support","Outside London","10","[c]","17810","17140"
"Leaver CS","2022","16-19","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","Outside London","50","[c]","22120","21260"
"Leaver CS","2022","16-19","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Driver and Vehicle Licensing Agency","Unknown","15","[c]","19340","18310"
"Leaver CS","2022","16-19","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","Outside London","10","[c]","19490","20150"
"Leaver CS","2022","16-19","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Advisory, Conciliation and Arbitration Service","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Animal and Plant Health Agency","Outside London","80","[c]","23670","24370"
"Leaver CS","2022","20-29","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","London","165","[c]","32870","29250"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Outside London","25","[c]","26970","29250"
"Leaver CS","2022","20-29","Cabinet Office (excl. agencies)","Unknown","25","[c]","33270","31920"
"Leaver CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","Outside London","10","[c]","22790","24440"
"Leaver CS","2022","20-29","Companies House","Outside London","20","[c]","27000","21000"
"Leaver CS","2022","20-29","Competition and Markets Authority","London","30","[c]","32850","33120"
"Leaver CS","2022","20-29","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Crown Commercial Service","Outside London","15","[c]","26000","23880"
"Leaver CS","2022","20-29","Crown Office and Procurator Fiscal Service","Outside London","20","[c]","24820","22480"
"Leaver CS","2022","20-29","Crown Prosecution Service","London","25","[c]","31200","23770"
"Leaver CS","2022","20-29","Crown Prosecution Service","Outside London","65","[c]","25630","22200"
"Leaver CS","2022","20-29","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Defence Equipment and Support","Outside London","240","[c]","24510","25030"
"Leaver CS","2022","20-29","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Defence Science and Technology Laboratory","Outside London","110","[c]","25580","26520"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","100","[c]","37240","33570"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","65","[c]","34350","34020"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","London","70","[c]","33500","28500"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","Outside London","60","[c]","29300","25000"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","130","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","London","110","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","50","[c]","32320","27930"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","10","[c]","25480","23320"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","London","70","[c]","35230","34710"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","London","350","[c]","30030","31060"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Outside London","1585","[c]","24120","21260"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","25470","27570"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","London","170","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Disclosure Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","Unknown","105","[c]","21760","21840"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","Outside London","35","[c]","24860","21840"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","Outside London","10","[c]","28960","25000"
"Leaver CS","2022","20-29","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","Outside London","10","[c]","25690","26340"
