"Status","Year","Disability","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Department for International Trade","London","1320","1305","46940","42140"
"In post","2022","Declared non-disabled","Department for International Trade","Department for International Trade","Outside London","125","120","42460","39500"
"In post","2022","Declared non-disabled","Department for International Trade","Department for International Trade","Overseas","90","90","56820","53750"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","1525","1495","49490","53130"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","780","755","40500","36340"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","London","2045","1990","51460","54110"
"In post","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","Outside London","455","440","43480","38650"
"In post","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","7450","6965","33910","31060"
"In post","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","60345","53885","27460","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","445","410","30570","27570"
"In post","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","630","600","52450","53360"
"In post","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","400","380","45450","42480"
"In post","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Disclosure Scotland","Scottish Government","Outside London","165","155","29240","23230"
"In post","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","4495","4010","26880","21840"
"In post","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","London","235","225","32470","30780"
"In post","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","Outside London","3025","2835","29990","26830"
"In post","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","London","220","215","50430","53420"
"In post","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Outside London","1075","1035","41690","36960"
"In post","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Education Scotland","Scottish Government","Outside London","145","140","58740","65280"
"In post","2022","Declared non-disabled","Estyn","Estyn","Outside London","100","95","58880","75480"
"In post","2022","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","London","135","135","48020","45330"
"In post","2022","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","670","640","38730","34640"
"In post","2022","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","105","105","40250","40090"
"In post","2022","Declared non-disabled","Food Standards Agency","Food Standards Agency","London","150","145","44120","40960"
"In post","2022","Declared non-disabled","Food Standards Agency","Food Standards Agency","Outside London","775","745","36390","30810"
"In post","2022","Declared non-disabled","Food Standards Scotland","Scottish Government","Outside London","140","140","35850","31540"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","2540","2480","50710","48410"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","655","630","39990","33930"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","1495","1490","52050","53370"
"In post","2022","Declared non-disabled","Forestry and Land Scotland","Scottish Government","Outside London","925","890","33060","31060"
"In post","2022","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","London","150","140","69100","61760"
"In post","2022","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Government Internal Audit Agency","HM Treasury","London","130","125","52300","52360"
"In post","2022","Declared non-disabled","Government Internal Audit Agency","HM Treasury","Outside London","220","205","47090","44710"
"In post","2022","Declared non-disabled","Government Legal Department","Attorney General's Departments","London","1855","1725","53620","51250"
"In post","2022","Declared non-disabled","Government Legal Department","Attorney General's Departments","Outside London","95","85","53400","51940"
"In post","2022","Declared non-disabled","Government Property Agency","Cabinet Office","London","65","65","53780","54700"
"In post","2022","Declared non-disabled","Government Property Agency","Cabinet Office","Outside London","160","160","49450","49700"
"In post","2022","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","London","125","120","47930","44610"
"In post","2022","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","Outside London","2000","1885","43100","39500"
"In post","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","London","2850","2675","31620","28310"
"In post","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Outside London","8435","7480","25690","21190"
"In post","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","HM Land Registry","HM Land Registry","London","270","255","41880","37290"
"In post","2022","Declared non-disabled","HM Land Registry","HM Land Registry","Outside London","3880","3470","32090","27130"
"In post","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","London","4580","4430","36590","33890"
"In post","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Outside London","35290","33345","29870","27960"
"In post","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","40","35","28210","25470"
"In post","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","5370","5145","46250","39610"
"In post","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","33985","31570","32830","28920"
"In post","2022","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","London","1385","1355","49100","52500"
"In post","2022","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Outside London","115","110","36710","29320"
"In post","2022","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
