"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","10","10","28750","26120"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","25","25","52450","45940"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Security","10","10","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Forestry and Land Scotland","Scottish Government","Unknown","30","25","31560","27360"
"In post","2022","65+","Government Actuary's Department","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Internal Audit Agency","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Internal Audit Agency","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Legal Department","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Legal Department","Attorney General's Departments","Legal","25","20","73420","74930"
"In post","2022","65+","Government Legal Department","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","65+","Government Legal Department","Attorney General's Departments","Other","5","5","[c]","[c]"
"In post","2022","65+","Government Legal Department","Attorney General's Departments","Policy","5","5","[c]","[c]"
"In post","2022","65+","Government Property Agency","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","40","30","52150","46320"
"In post","2022","65+","Health and Safety Executive","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","65+","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","10","5","49340","45870"
"In post","2022","65+","Health and Safety Executive","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Courts and Tribunals Service","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Courts and Tribunals Service","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Courts and Tribunals Service","Ministry of Justice","Legal","20","15","52210","47100"
"In post","2022","65+","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","635","505","22170","21190"
"In post","2022","65+","HM Courts and Tribunals Service","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","HM Land Registry","Digital, Data and Technology","10","10","35340","31740"
"In post","2022","65+","HM Land Registry","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","HM Land Registry","Legal","10","5","48240","49900"
"In post","2022","65+","HM Land Registry","HM Land Registry","Operational Delivery","100","65","30340","27130"
"In post","2022","65+","HM Land Registry","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Prison and Probation Service","Ministry of Justice","Commercial","5","5","[c]","[c]"
"In post","2022","65+","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","1395","1025","29370","27420"
"In post","2022","65+","HM Prison and Probation Service","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Prison and Probation Service","Ministry of Justice","Psychology","5","5","[c]","[c]"
"In post","2022","65+","HM Prison and Probation Service","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","35","25","34780","33680"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","20","15","36360","33190"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","10","10","33800","28920"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","85","55","36200","33190"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","860","625","25550","22080"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","10","5","47530","43710"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","25","20","55260","47240"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","45","30","43780","40520"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","10","5","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","345","240","38020","35980"
"In post","2022","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","20","15","37720","26820"
"In post","2022","65+","HM Treasury (excl. agencies)","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury (excl. agencies)","HM Treasury","Policy","5","5","[c]","[c]"
"In post","2022","65+","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Home Office","Counter Fraud","5","5","[c]","[c]"
"In post","2022","65+","Home Office","Home Office","Digital, Data and Technology","20","20","49340","45290"
"In post","2022","65+","Home Office","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Home Office","Finance","10","10","34610","32280"
"In post","2022","65+","Home Office","Home Office","Human Resources","15","10","37400","31290"
"In post","2022","65+","Home Office","Home Office","Intelligence Analysis","30","20","29240","28760"
"In post","2022","65+","Home Office","Home Office","Operational Delivery","665","490","27070","25630"
"In post","2022","65+","Home Office","Home Office","Other","30","25","27720","25630"
"In post","2022","65+","Home Office","Home Office","Policy","10","10","55220","58080"
"In post","2022","65+","Home Office","Home Office","Project Delivery","15","10","42620","36300"
"In post","2022","65+","Home Office","Home Office","Science and Engineering","5","5","[c]","[c]"
"In post","2022","65+","Home Office","Home Office","Security","25","20","23830","22460"
"In post","2022","65+","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
