"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Science and Engineering","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Science and Engineering","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Science and Engineering","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Science and Engineering","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Security","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","AA","80","[c]","21170","20890"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","AO","310","[c]","23270","23140"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","EO","35","[c]","26010","25120"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Delivery","Unknown","1170","[c]","29440","27120"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Psychology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Psychology","SEO","[c]","[c]","[c]","[c]"
