"Status","Year","Disability","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department for Business, Energy and Industrial Strategy","35","[c]","33720","33570"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department for Environment, Food and Rural Affairs","45","[c]","26920","25460"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department for International Trade","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department for Transport","35","[c]","42660","43530"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department for Work and Pensions","55","[c]","29640","31660"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","HM Revenue and Customs","75","[c]","34650","33080"
"New entrant CS","2022","Declared non-disabled","White","Analysis","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Ministry of Defence","65","[c]","31460","29230"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Office of Gas and Electricity Markets","30","[c]","35210","30000"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","UK Statistics Authority","220","[c]","32190","30710"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Cabinet Office","50","[c]","37050","33280"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department for Transport","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Ministry of Defence","95","[c]","30450","26670"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Ministry of Justice","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","UK Export Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Commercial","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Cabinet Office","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department for Transport","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Department of Health and Social Care","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","HM Revenue and Customs","285","[c]","27420","26590"
"New entrant CS","2022","Declared non-disabled","White","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Ministry of Defence","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Northern Ireland Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Office of Gas and Electricity Markets","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","Department for Work and Pensions","410","[c]","25110","27570"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","HM Revenue and Customs","340","[c]","28370","26590"
"New entrant CS","2022","Declared non-disabled","White","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Debt","Department for Work and Pensions","160","[c]","22050","21260"
"New entrant CS","2022","Declared non-disabled","White","Debt","HM Revenue and Customs","250","[c]","21530","21250"
"New entrant CS","2022","Declared non-disabled","White","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Cabinet Office","100","[c]","45140","49700"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","145","[c]","28380","24420"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department for Education","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","155","[c]","39650","37050"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department for International Trade","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department for Transport","55","[c]","35410","30730"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department for Work and Pensions","190","[c]","40870","38500"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
