"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Defence Equipment and Support","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions (excl. agencies)","75","[c]","28570","28430"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Prison and Probation Service","25","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Ministry of Defence (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Public Health England","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Health Security Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","50","[c]","38040","38130"
"Leaver CS","2022","Undeclared","Defence Science and Technology Laboratory","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","295","[c]","27500","27570"
"Leaver CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","30","[c]","27520","26780"
"Leaver CS","2022","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Forestry and Land Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Actuary's Department","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","60","[c]","24210","20970"
"Leaver CS","2022","Undeclared","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","130","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","190","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","130","[c]","33000","29870"
"Leaver CS","2022","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","15","[c]","[c]","[c]"
