"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","AO","480","[c]","21220","21300"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","EO","35","[c]","24940","24920"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","The National Archives","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","AO","20","[c]","22250","23320"
"New entrant CS","2022","Human Resources","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","AO","55","[c]","20990","21050"
"New entrant CS","2022","Human Resources","Cabinet Office","EO","35","[c]","24990","23850"
"New entrant CS","2022","Human Resources","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","G7","15","[c]","52230","49700"
"New entrant CS","2022","Human Resources","Cabinet Office","HEO","35","[c]","30690","32000"
"New entrant CS","2022","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","SEO","10","[c]","37920","37300"
"New entrant CS","2022","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","EO","10","[c]","24740","24570"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","EO","10","[c]","25250","25000"
"New entrant CS","2022","Human Resources","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","EO","20","[c]","25580","25070"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","G7","20","[c]","49380","47550"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","HEO","35","[c]","30350","29600"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","SEO","15","[c]","37080","36490"
"New entrant CS","2022","Human Resources","Department for International Trade","EO","20","[c]","26250","26250"
"New entrant CS","2022","Human Resources","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","AO","10","[c]","23950","23320"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","EO","15","[c]","23940","26130"
"New entrant CS","2022","Human Resources","Department for Transport","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","HEO","20","[c]","30720","30730"
"New entrant CS","2022","Human Resources","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","SEO","10","[c]","39000","38650"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","AO","15","[c]","21240","20730"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","EO","65","[c]","27870","27570"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","HEO","30","[c]","31800","31990"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","SEO","10","[c]","39910","39340"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","EO","80","[c]","26780","27140"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","G6","15","[c]","65290","65310"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","G7","30","[c]","53660","53230"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","HEO","45","[c]","32150","32790"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","SEO","25","[c]","39590","40070"
"New entrant CS","2022","Human Resources","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","AO","20","[c]","21330","21250"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","EO","20","[c]","26630","26590"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","HEO","20","[c]","32960","33080"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","AO","85","[c]","21280","21170"
"New entrant CS","2022","Human Resources","Ministry of Defence","EO","50","[c]","24370","26350"
"New entrant CS","2022","Human Resources","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","G7","15","[c]","54870","54780"
"New entrant CS","2022","Human Resources","Ministry of Defence","HEO","30","[c]","32360","33000"
"New entrant CS","2022","Human Resources","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","SEO","15","[c]","40440","40000"
"New entrant CS","2022","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","EO","10","[c]","26450","25120"
"New entrant CS","2022","Human Resources","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","HEO","55","[c]","31370","30450"
"New entrant CS","2022","Human Resources","Ministry of Justice","SEO","20","[c]","40800","41100"
"New entrant CS","2022","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","G7","[c]","[c]","[c]","[c]"
